term,rho,pval,n_papers,ui,disease_term
D001619:beta-N-Acetylhexosaminidases,0.44352459936680183,0.05013806542997487,20,D001619,False
D001620:beta-Thromboglobulin,-0.15389675281277312,0.8048288166080632,5,D001620,False
D001622:Betaine,-0.17073488132934914,0.63721551526981,10,D001622,False
D001623:Betamethasone,,,3,D001623,False
D001624:Betamethasone Valerate,,,2,D001624,False
D001628:Beverages,0.23424374030084538,0.6131550369752419,7,D001628,False
D001629:Bezafibrate,,,1,D001629,False
D001631:Bhutan,-0.9999999999999999,,2,D001631,False
D001632:Bibenzyls,,,2,D001632,False
D001639:Bicarbonates,0.007242636761913405,0.9772457697121454,18,D001639,False
D001640:Bicuculline,0.0,1.0,5,D001640,False
D001641:Bicuspid,0.8207826816681234,0.08858700531354378,5,D001641,False
D001642:Bicycling,-0.19948323077315655,0.42742743618299417,18,D001642,False
D001643:Bridged Bicyclo Compounds,-0.9999999999999999,,2,D001643,False
D001644:Bifidobacterium,-0.22360679774997896,0.7176856442107861,5,D001644,False
D001645:Biguanides,,,1,D001645,False
D001646:Bile,-0.00836827408755723,0.9829532868330847,9,D001646,False
D001647:Bile Acids and Salts,-0.027718793096663318,0.8378258771967894,57,D001647,False
D001648:Bile Canaliculi,0.8999999999999998,0.03738607346849874,5,D001648,False
D001649:Bile Duct Diseases,-0.34601928375358604,0.36169210995544754,9,D001649,True
D001650:Bile Duct Neoplasms,-0.08476279232127595,0.21685504069853878,214,D001650,True
"D001651:Cholestasis, Extrahepatic",,,2,D001651,True
D001652:Bile Ducts,0.43299182975751216,0.001202191742200513,53,D001652,False
"D001653:Bile Ducts, Intrahepatic",0.12000718764836024,0.2828608113844746,82,D001653,False
D001654:Bile Pigments,,,1,D001654,False
D001656:Biliary Atresia,0.26345245323306626,0.1322062550781066,34,D001656,True
D001659:Biliary Tract,0.23237070196699366,0.44489454540899087,13,D001659,False
D001661:Biliary Tract Neoplasms,-9.171788545832578e-05,0.999602500804511,32,D001661,True
D001663:Bilirubin,0.0926350861322515,0.6140779850114547,32,D001663,False
D001664:Biliverdine,,,1,D001664,False
D001665:Binding Sites,-0.03975027623785575,0.19701641971314604,1055,D001665,False
"D001666:Binding Sites, Antibody",-0.17393131069573453,0.7417339277316277,6,D001666,False
"D001667:Binding, Competitive",0.007921560913241052,0.9176152420934841,173,D001667,False
D001669:Biochemical Phenomena,-0.5,0.6666666666666667,3,D001669,False
D001671:Biochemistry,0.9999999999999999,,2,D001671,False
D001672:Biocompatible Materials,-0.08438183433631812,0.7649472184524511,15,D001672,False
D001678:Organelle Biogenesis,-0.06181785347972017,0.5231041360176434,109,D001678,False
D001679:Biogenic Amines,,,1,D001679,False
D001681:Biological Assay,-0.21054573748045818,0.0779994217291714,71,D001681,False
D001682:Biological Availability,-0.1807757692786026,0.2913800400544916,36,D001682,False
D001683:Biological Clocks,0.06079055436800646,0.8675109976588954,10,D001683,False
D001685:Biological Factors,-0.39999999999999997,0.6,4,D001685,False
D001686:Biological Phenomena,0.2581988897471611,0.7418011102528389,4,D001686,False
D001688:Biological Products,-0.4887192055505227,0.007142539765567714,29,D001688,False
D001691:Biological Therapy,0.9274260335029678,0.0026200444243202944,7,D001691,False
D001692:Biological Transport,-0.11767570419355,0.049169126748575834,280,D001692,False
"D001693:Biological Transport, Active",-0.0725659248581268,0.5333156122790591,76,D001693,False
D001696:Biomechanical Phenomena,0.05031467300136077,0.6245385726221269,97,D001696,False
D001699:Biometry,,,1,D001699,False
D001703:Biophysics,-0.22575833709420015,0.4804873174250536,12,D001703,False
D001704:Biopolymers,0.1347517730496454,0.676282887634164,12,D001704,False
D001706:Biopsy,-0.028296694616097358,0.5362741485722602,480,D001706,False
"D001707:Biopsy, Needle",-0.18472535276248525,0.14071955115913684,65,D001707,False
D001708:Biopterin,-0.316227766016838,0.683772233983162,4,D001708,False
D001710:Biotin,0.1836604096780238,0.3903082930297268,24,D001710,False
D001711:Biotransformation,0.05934071093506877,0.8093132739266657,19,D001711,False
D001713:Biphenyl Compounds,0.17744782013686392,0.1277469659497562,75,D001713,False
D001714:Bipolar Disorder,0.11292926563080458,0.2632777356919635,100,D001714,False
D001715:Bird Diseases,,,1,D001715,True
D001716:Bird Fancier's Lung,,,1,D001716,True
D001717:Birds,0.4337664234406919,0.2829476709180395,8,D001717,False
D001722:Birth Order,,,1,D001722,False
D001723:Birth Rate,,,1,D001723,False
D001724:Birth Weight,0.10232668200487635,0.3957991622306849,71,D001724,True
D001728:Dicumarol,0.05129891760425771,0.934712848108234,5,D001728,False
D001729:Bismuth,,,1,D001729,False
D001731:Bisphosphoglycerate Mutase,,,1,D001731,False
D001732:Bite Force,,,2,D001732,False
D001733:Bites and Stings,,,1,D001733,True
D001735:Bithionol,,,1,D001735,False
D001739:BK Virus,0.15569141404872366,0.712761707999163,8,D001739,False
D001741:African Americans,-0.11735477629201391,0.12302695712495738,174,D001741,False
D001743:Urinary Bladder,-0.19809157006715286,0.026796181770295958,125,D001743,False
D001745:Urinary Bladder Diseases,0.35909242322980395,0.5528147466433505,5,D001745,True
D001746:Bladder Exstrophy,0.9999999999999999,,2,D001746,True
D001748:Urinary Bladder Neck Obstruction,,,2,D001748,True
D001749:Urinary Bladder Neoplasms,-0.14661174811089628,0.0005622852883650955,550,D001749,True
"D001750:Urinary Bladder, Neurogenic",0.0,1.0,3,D001750,True
D001752:Blast Crisis,-0.1425903765051805,0.4067649257154793,36,D001752,True
D001753:Blast Injuries,,,1,D001753,True
D001755:Blastocyst,-0.013733646170312705,0.9214841134175986,54,D001755,False
D001756:Blastoderm,,,1,D001756,False
D001757:Blastomeres,-0.632455532033676,0.367544467966324,4,D001757,False
D001759:Blastomycosis,,,1,D001759,True
D001760:Bleeding Time,-0.316227766016838,0.683772233983162,4,D001760,False
D001761:Bleomycin,0.12721852948114445,0.1959214957913429,105,D001761,False
D001762:Blepharitis,,,1,D001762,True
D001763:Blepharoptosis,-0.006060606060606061,0.9867429111949892,10,D001763,True
D001766:Blindness,-0.0017889116280878823,0.9949515920877439,15,D001766,True
D001767:Blinking,-0.39999999999999997,0.6,4,D001767,False
D001768:Blister,0.6467181814331598,0.08308772479827897,8,D001768,True
D001769:Blood,-0.5166666666666667,0.1543901209862251,9,D001769,False
D001770:Blood Bactericidal Activity,-0.4103913408340617,0.4925357817027974,5,D001770,False
D001771:Blood Banks,-0.39999999999999997,0.6,4,D001771,False
D001772:Blood Cell Count,-0.29766466421570686,0.20244662089973503,20,D001772,False
D001773:Blood Cells,0.052164453306229895,0.7106672141782807,53,D001773,False
D001774:Blood Chemical Analysis,-0.22633439716074386,0.19803835499920483,34,D001774,False
D001775:Blood Circulation,0.25,0.5887244480896833,7,D001775,False
D001777:Blood Coagulation,0.002005695115313775,0.9861876762665863,77,D001777,False
D001778:Blood Coagulation Disorders,0.09118583155200968,0.8021812915092663,10,D001778,True
D001779:Blood Coagulation Factors,-0.05129891760425771,0.934712848108234,5,D001779,False
D001780:Blood Coagulation Tests,-0.034365715746452495,0.8856314989498013,20,D001780,False
D001781:Blood Component Removal,-0.10259783520851543,0.8695979205185651,5,D001781,False
D001782:Blood Donors,-0.24328194798137584,0.27528133091446383,22,D001782,False
D001783:Blood Flow Velocity,0.5395438912412364,0.017116731776289362,19,D001783,False
D001784:Blood Gas Analysis,-0.316227766016838,0.683772233983162,4,D001784,False
"D001785:Blood Gas Monitoring, Transcutaneous",,,1,D001785,False
D001786:Blood Glucose,-0.06654788842423438,0.28786275227053054,257,D001786,False
D001787:Blood Group Incompatibility,0.5,0.6666666666666667,3,D001787,False
D001788:Blood Grouping and Crossmatching,,,1,D001788,False
D001789:Blood Group Antigens,0.01823716631040194,0.960119464496727,10,D001789,False
D001791:Blood Platelet Disorders,-0.1081840155550969,0.7249920282649662,13,D001791,True
D001792:Blood Platelets,0.04263261034049689,0.5948157468554994,158,D001792,False
D001793:Blood Preservation,-0.36984378453790495,0.17483388122382523,15,D001793,False
D001794:Blood Pressure,-0.10333439792284115,0.1384229044063204,207,D001794,False
D001795:Blood Pressure Determination,-0.09691629955947138,0.7417056393913674,14,D001795,False
D001796:Blood Protein Disorders,,,1,D001796,True
D001798:Blood Proteins,-0.07481449144322877,0.515053472722049,78,D001798,False
D001799:Blood Sedimentation,0.09519024118784164,0.4812144854690852,57,D001799,False
D001800:Blood Specimen Collection,0.06722926454528143,0.8635564688805591,9,D001800,False
D001803:Blood Transfusion,-0.1786342494262783,0.5785671838739677,12,D001803,False
"D001804:Blood Transfusion, Autologous",-0.8207826816681234,0.08858700531354378,5,D001804,False
D001806:Blood Urea Nitrogen,-0.1899854784992891,0.4809614357603783,16,D001806,False
D001807:Blood Vessel Prosthesis,0.9999999999999999,,2,D001807,False
D001808:Blood Vessels,-0.12198360816050059,0.2749501616085437,82,D001808,False
D001809:Blood Viscosity,0.9999999999999999,,2,D001809,False
D001810:Blood Volume,0.316227766016838,0.683772233983162,4,D001810,False
D001812:Blood-Brain Barrier,-0.10959753111372812,0.2074535583581572,134,D001812,False
D001813:Blood-Retinal Barrier,-0.5324506941805783,0.03372982058301737,16,D001813,False
D001814:Blood-Testis Barrier,-0.9999999999999999,,2,D001814,False
D001816:Bloom Syndrome,-0.8660254037844387,0.3333333333333332,3,D001816,True
D001820:Bluetongue virus,,,1,D001820,False
D001822:Body Burden,0.9999999999999999,,2,D001822,False
D001823:Body Composition,0.059481804064133996,0.6722345403602732,53,D001823,False
D001824:Body Constitution,,,1,D001824,False
D001826:Body Fluids,-0.011363642427326012,0.9643051704501147,18,D001826,False
D001827:Body Height,-0.3765060382113705,0.048290440618552144,28,D001827,False
D001828:Body Image,-0.9999999999999999,,2,D001828,False
D001830:Body Surface Area,-0.4928053803045812,0.3206325828658273,6,D001830,False
D001831:Body Temperature,-0.17270029116720287,0.4665478918097419,20,D001831,False
D001833:Body Temperature Regulation,-0.11521838449545893,0.7358609458354772,11,D001833,False
D001834:Body Water,0.9999999999999999,,2,D001834,False
D001835:Body Weight,-0.046588839396863646,0.6133566937993288,120,D001835,True
D001837:Body Weights and Measures,-0.316227766016838,0.683772233983162,4,D001837,False
D001838:Bolivia,-0.632455532033676,0.367544467966324,4,D001838,False
D001839:Bombesin,0.3086066999241838,0.5517855072529712,6,D001839,False
D001842:Bone and Bones,-0.02591720967259201,0.7276466979064348,183,D001842,False
D001843:Bone Cements,,,1,D001843,False
D001845:Bone Cysts,,,1,D001845,True
D001846:Bone Development,-0.15797701925074736,0.40441447972312794,30,D001846,False
D001847:Bone Diseases,-0.36348242563420574,0.09635174983190466,22,D001847,True
"D001848:Bone Diseases, Developmental",-0.3347023371291208,0.09465847037461783,26,D001848,True
"D001850:Bone Diseases, Infectious",0.40824829046386296,0.36321746764912244,7,D001850,True
"D001851:Bone Diseases, Metabolic",-0.0003849114988754535,0.9985430470355574,25,D001851,True
D001853:Bone Marrow,0.06097626876223598,0.4161377250327709,180,D001853,False
D001854:Bone Marrow Cells,0.09569927093281155,0.11669303042599263,270,D001854,False
D001855:Bone Marrow Diseases,-0.1258660601322733,0.5488374950656294,25,D001855,True
D001856:Bone Marrow Examination,-0.18409445591016388,0.49491381609630125,16,D001856,False
D001857:Bone Matrix,-0.396412483586046,0.378634709500413,7,D001857,False
D001859:Bone Neoplasms,-0.07398512646771041,0.058427525791020056,655,D001859,True
D001861:Bone Regeneration,-0.022289494168505904,0.9036223523501341,32,D001861,False
D001862:Bone Resorption,0.0947333563103898,0.36905276421188105,92,D001862,True
D001863:Bone Screws,,,1,D001863,False
D001877:Books,,,1,D001877,False
D001880:Boranes,,,2,D001880,False
D001881:Borates,0.6546536707079772,0.15830242337545783,6,D001881,False
D001883:Borderline Personality Disorder,0.19999999999999998,0.747060078104662,5,D001883,False
D001886:Bordetella pertussis,-0.9999999999999999,,2,D001886,False
D001891:Borna disease virus,,,1,D001891,False
D001892:Camphanes,,,1,D001892,False
D001893:Borneo,,,1,D001893,False
D001896:Boron Compounds,-0.08615084525357607,0.710406716474584,21,D001896,False
D001897:Boronic Acids,-0.17959553758482258,0.22706976298723272,47,D001897,False
D001898:Borrelia,-0.9999999999999999,,2,D001898,False
D001899:Borrelia Infections,-0.9999999999999999,,2,D001899,True
D001900:Boston,-0.22941573387056177,0.7104817254267773,5,D001900,False
D001902:Botswana,,,1,D001902,False
D001905:Botulinum Toxins,-0.6,0.20799999999999985,6,D001905,False
D001907:Boutonneuse Fever,,,1,D001907,True
"D001908:Diarrhea Viruses, Bovine Viral",0.632455532033676,0.367544467966324,4,D001908,False
"D001909:Leukemia Virus, Bovine",,,2,D001909,False
D001912:Bovine Virus Diarrhea-Mucosal Disease,0.8660254037844387,0.3333333333333332,3,D001912,True
D001913:Bowen's Disease,-0.012613124477737827,0.9644152334532419,15,D001913,True
D001914:Boxing,-0.9999999999999999,,2,D001914,False
D001915:Braces,,,2,D001915,False
D001916:Brachial Artery,-0.03952572600532144,0.872365820398512,19,D001916,False
D001918:Brachytherapy,-0.6666937223947136,0.10192046024618229,7,D001918,False
D001919:Bradycardia,-0.14285714285714288,0.735764859879812,8,D001919,True
D001920:Bradykinin,-0.7162561613790812,0.005885633649525296,13,D001920,False
D001921:Brain,-0.002484165358469696,0.946068096536089,744,D001921,False
D001922:Brain Abscess,-0.8660254037844387,0.3333333333333332,3,D001922,True
D001923:Brain Chemistry,0.01926568645816497,0.9180676531457962,31,D001923,False
D001924:Brain Concussion,-0.5298278228959905,0.07643787938233589,12,D001924,True
"D001925:Brain Damage, Chronic",-0.11595420713048969,0.826848213385815,6,D001925,True
D001926:Brain Death,-0.7999999999999999,0.20000000000000007,4,D001926,True
D001927:Brain Diseases,-0.026267624945530914,0.7973763265226959,98,D001927,True
"D001928:Brain Diseases, Metabolic",0.4103913408340617,0.4925357817027974,5,D001928,True
D001929:Brain Edema,-0.1786885110064117,0.40348451441076283,24,D001929,True
D001930:Brain Injuries,-0.06766917482102187,0.6074433153617329,60,D001930,True
D001931:Brain Mapping,-0.10681666835931497,0.4420265021978511,54,D001931,False
D001932:Brain Neoplasms,0.026940741248106866,0.40219832784362863,969,D001932,True
D001933:Brain Stem,-0.16258782846814737,0.4274475432350776,26,D001933,False
D001934:Branchial Region,-0.20689832303722072,0.4976360276554912,13,D001934,False
D001936:Moraxella catarrhalis,0.27322953332351235,0.6003545904291114,6,D001936,False
D001937:Brassica,0.9999999999999999,,2,D001937,False
D001938:Brazil,-0.07132852690158377,0.31067489553007843,204,D001938,False
D001939:Bread,-0.41194292043554975,0.41703835198969164,6,D001939,False
D001940:Breast,0.06301054764723707,0.304078197583418,268,D001940,False
D001941:Breast Diseases,-0.2828760373014107,0.32710736000043517,14,D001941,True
D001942:Breast Feeding,0.2090786021946772,0.4930136501176071,13,D001942,False
D001943:Breast Neoplasms,0.01038531840882929,0.6927463975276827,1450,D001943,True
D001944:Breath Tests,0.4710447192966901,0.04848052425061574,18,D001944,False
D001947:Breeding,-0.221978021978022,0.44562965795360865,14,D001947,False
D001948:Brenner Tumor,-0.9999999999999999,,2,D001948,True
D001951:Brevibacterium,,,1,D001951,False
D001952:Bridged-Ring Compounds,0.29160225235253656,0.07167475550907733,39,D001952,False
D001955:British Columbia,0.2571428571428572,0.6227871720116618,6,D001955,False
D001965:Bromides,-0.9999999999999999,,2,D001965,False
D001971:Bromocriptine,0.9999999999999999,,2,D001971,False
D001973:Bromodeoxyuridine,0.23927011898719167,0.21126847185659342,29,D001973,False
D001976:Bromouracil,,,3,D001976,False
D001980:Bronchi,0.08370600671573465,0.295722674246336,158,D001980,False
D001981:Bronchial Arteries,,,1,D001981,False
D001982:Bronchial Diseases,,,1,D001982,True
D001984:Bronchial Neoplasms,-0.22360679774997896,0.7176856442107861,5,D001984,True
D001985:Bronchial Provocation Tests,-0.28772106938722664,0.36449392711529216,12,D001985,False
D001987:Bronchiectasis,-0.21004785188952266,0.5353170584934902,11,D001987,True
D001988:Bronchiolitis,-0.34035297232391437,0.2790207292337239,12,D001988,True
D001989:Bronchiolitis Obliterans,0.3005570733397474,0.29642726227762517,14,D001989,True
"D001990:Bronchiolitis, Viral",-0.4572607282573366,0.0865865372581981,15,D001990,True
D001991:Bronchitis,0.316227766016838,0.683772233983162,4,D001991,True
D001992:Bronchoalveolar Lavage Fluid,-0.12347027385663865,0.25176021873471177,88,D001992,False
D001993:Bronchodilator Agents,0.03039527718400323,0.9335717251179997,10,D001993,False
D001995:Bronchography,,,1,D001995,False
D001997:Bronchopulmonary Dysplasia,0.018180899728396697,0.9125247092302929,39,D001997,True
D001999:Bronchoscopy,0.06593406593406594,0.8305423857560938,13,D001999,False
"D002001:Adipose Tissue, Brown",-0.2846224493258182,0.04084897376684709,52,D002001,False
D002002:Brucella,-0.9486832980505139,0.051316701949486114,4,D002002,False
D002003:Brucella abortus,0.0,1.0,5,D002003,False
D002006:Brucellosis,-0.8994232953125818,0.005832931211077962,7,D002006,True
D002017:Budgets,,,1,D002017,False
D002018:Bufanolides,-0.2595669552828703,0.2558477900241464,21,D002018,False
