term,citation_percentile_all,citation_percentile_intro,n_pubs_all,n_pubs_intro,ui,disease_term
D001583:Benzoxazoles,0.7341452286526515,0.6787281086582669,34,16.0,D001583,False
D001584:Benzoxepins,0.38654199621946295,0.38654199621946295,2,2.0,D001584,False
D001591:Benzydamine,0.4355057817832411,,1,,D001591,False
D001592:Benzyl Alcohols,0.663364207740655,0.921379025473299,7,4.0,D001592,False
D001593:Benzyl Compounds,0.3360393834769162,0.3360393834769162,6,6.0,D001593,False
D001596:Benzylamines,0.498000165468962,0.6776217508216313,27,17.0,D001596,False
D001597:Benzylidene Compounds,0.6410965043322379,0.7352378250436677,14,9.0,D001597,False
D001599:Berberine,0.684876285793717,0.684876285793717,27,22.0,D001599,False
D001600:Berberine Alkaloids,0.5340960937774191,0.5340960937774191,4,4.0,D001600,False
D001604:Berlin,0.6149265364799559,0.6149265364799559,2,2.0,D001604,False
D001606:Bernard-Soulier Syndrome,0.2962587870844752,,3,,D001606,True
D001607:Berylliosis,0.34177968905061196,,1,,D001607,True
D001608:Beryllium,0.34177968905061196,,1,,D001608,False
D001611:Beta Rhythm,0.060418806533912066,0.060418806533912066,1,1.0,D001611,False
D001613:beta 2-Microglobulin,0.3166230409860508,0.3166230409860508,70,27.0,D001613,False
D001615:beta-Endorphin,0.5340960937774191,0.5340960937774191,4,2.0,D001615,False
D001616:beta-Galactosidase,0.6074906058291181,0.5902140672782875,47,35.0,D001616,False
D001617:beta-Glucosidase,0.6708690898247242,0.8391498511412504,13,5.0,D001617,False
D001618:beta-Lactamases,0.6882216684799776,0.6422981083073035,6,5.0,D001618,False
D001619:beta-N-Acetylhexosaminidases,0.6030779489699224,0.5705029105438345,20,16.0,D001619,False
D001620:beta-Thromboglobulin,0.6206304152972811,0.5507917538093815,11,4.0,D001620,False
D001622:Betaine,0.12391172062050652,0.5082651879408978,11,8.0,D001622,False
D001623:Betamethasone,0.28574096205557215,0.28574096205557215,2,1.0,D001623,False
D001624:Betamethasone Valerate,0.684876285793717,0.684876285793717,1,1.0,D001624,False
D001628:Beverages,0.2822031094938803,0.25117433013562684,7,6.0,D001628,False
D001629:Bezafibrate,0.5916801961498956,0.5916801961498956,1,1.0,D001629,False
D001631:Bhutan,0.2994022190685616,0.2994022190685616,2,2.0,D001631,False
D001632:Bibenzyls,0.7651254855094114,0.7651254855094114,2,2.0,D001632,False
D001639:Bicarbonates,0.47419076362336454,0.47419076362336454,35,16.0,D001639,False
D001640:Bicuculline,0.948626619396309,0.948626619396309,2,2.0,D001640,False
D001641:Bicuspid,0.9114343873933949,0.7409433821332536,4,4.0,D001641,False
D001642:Bicycling,0.4960599043919928,0.46687782964236835,25,16.0,D001642,False
D001643:Bridged Bicyclo Compounds,0.5516043665233212,0.5782186193161459,3,2.0,D001643,False
D001644:Bifidobacterium,0.6422915079023227,0.6422915079023227,5,3.0,D001644,False
D001645:Biguanides,0.561757814051392,0.561757814051392,1,1.0,D001645,False
D001646:Bile,0.4814340364300004,0.32071034991050434,14,8.0,D001646,False
D001647:Bile Acids and Salts,0.581563892885972,0.5586635313936756,113,46.0,D001647,False
D001648:Bile Canaliculi,0.650198478332782,0.36999669202778696,7,5.0,D001648,False
D001649:Bile Duct Diseases,0.18312845830158048,0.18312845830158048,6,6.0,D001649,True
D001650:Bile Duct Neoplasms,0.561757814051392,0.561757814051392,294,185.0,D001650,True
"D001651:Cholestasis, Extrahepatic",0.7439117325469666,0.7439117325469666,2,1.0,D001651,True
D001652:Bile Ducts,0.48734303038335375,0.5240513893038542,49,39.0,D001652,False
"D001653:Bile Ducts, Intrahepatic",0.5127687727423089,0.523432433259864,115,72.0,D001653,False
D001654:Bile Pigments,0.0874888174679434,0.0874888174679434,1,1.0,D001654,False
D001656:Biliary Atresia,0.24187705407827906,0.2471106220658119,39,29.0,D001656,True
D001659:Biliary Tract,0.43989050680843966,0.34177968905061196,14,12.0,D001659,False
D001661:Biliary Tract Neoplasms,0.4211911697609939,0.3312450194805582,36,29.0,D001661,True
D001663:Bilirubin,0.34177968905061196,0.3445255756144018,66,26.0,D001663,False
D001664:Biliverdine,0.9418909736452497,0.9553258352629838,5,1.0,D001664,False
D001665:Binding Sites,0.573324276862927,0.581563892885972,4050,960.0,D001665,False
"D001666:Binding Sites, Antibody",0.3161094728471555,0.1305009642134675,11,6.0,D001666,False
"D001667:Binding, Competitive",0.596646008124105,0.6410965043322379,223,136.0,D001667,False
D001669:Biochemical Phenomena,0.561757814051392,0.561757814051392,3,3.0,D001669,False
D001671:Biochemistry,0.2867568211604909,0.2867568211604909,2,2.0,D001671,False
D001672:Biocompatible Materials,0.3166230409860508,0.3166230409860508,15,12.0,D001672,False
D001678:Organelle Biogenesis,0.7390526513907064,0.7470255852314603,87,74.0,D001678,False
D001679:Biogenic Amines,0.8646922617269196,0.8646922617269196,1,1.0,D001679,False
D001681:Biological Assay,0.48734303038335375,0.48734303038335375,75,62.0,D001681,False
D001682:Biological Availability,0.4573410241439779,0.5136125342547361,39,28.0,D001682,False
D001683:Biological Clocks,0.45232162285473626,0.4147480020439812,14,10.0,D001683,False
D001685:Biological Factors,0.3185012127821033,0.3185012127821033,4,4.0,D001685,False
D001686:Biological Phenomena,0.10804638786290162,0.10804638786290162,2,2.0,D001686,False
D001688:Biological Products,0.5240513893038542,0.5240513893038542,24,23.0,D001688,False
D001691:Biological Therapy,0.6098373148669692,0.6098373148669692,6,6.0,D001691,False
D001692:Biological Transport,0.6074906058291181,0.6098373148669692,591,240.0,D001692,False
"D001693:Biological Transport, Active",0.6386511301019442,0.617300131061599,82,57.0,D001693,False
D001696:Biomechanical Phenomena,0.6206304152972811,0.617300131061599,97,76.0,D001696,False
D001699:Biometry,0.3166230409860508,0.3166230409860508,1,1.0,D001699,False
D001702:Biopharmaceutics,0.6265696961664623,0.6265696961664623,1,1.0,D001702,False
D001703:Biophysics,0.5323881011954407,0.6262916357780048,11,9.0,D001703,False
D001704:Biopolymers,0.6233109886638823,0.554835823862695,22,11.0,D001704,False
D001706:Biopsy,0.46551015835076187,0.4937626680411833,1277,443.0,D001706,False
"D001707:Biopsy, Needle",0.5240513893038542,0.510967164772539,82,55.0,D001707,False
D001708:Biopterin,0.3554557259677816,0.4882885642739999,12,3.0,D001708,False
D001710:Biotin,0.5027427128669273,0.5290737415406366,24,18.0,D001710,False
D001711:Biotransformation,0.46393529189199073,0.46551015835076187,67,18.0,D001711,False
D001713:Biphenyl Compounds,0.699495937219179,0.7037610707335478,87,55.0,D001713,False
D001714:Bipolar Disorder,0.46551015835076187,0.4655252342184292,255,93.0,D001714,False
D001715:Bird Diseases,0.34161404344890584,0.34161404344890584,1,1.0,D001715,True
D001716:Bird Fancier's Lung,0.050959814759486105,0.050959814759486105,1,1.0,D001716,True
D001717:Birds,0.5324692738858448,0.6126848677622057,8,7.0,D001717,False
D001722:Birth Order,0.945808014615354,0.945808014615354,1,1.0,D001722,False
D001723:Birth Rate,0.7637255226798317,0.7637255226798317,1,1.0,D001723,False
D001724:Birth Weight,0.363273080370481,0.3472714621781916,125,57.0,D001724,True
D001728:Dicumarol,0.7409433821332536,0.4355057817832411,7,4.0,D001728,False
D001729:Bismuth,0.6840727610085816,0.6840727610085816,1,1.0,D001729,False
D001731:Bisphosphoglycerate Mutase,0.9536026392447268,0.9536026392447268,1,1.0,D001731,False
D001732:Bite Force,0.570195170360569,0.570195170360569,1,1.0,D001732,False
D001733:Bites and Stings,0.9850975851802845,0.9850975851802845,1,1.0,D001733,True
D001735:Bithionol,0.45232162285473626,0.45232162285473626,1,1.0,D001735,False
D001739:BK Virus,0.2110518372933703,0.2110518372933703,8,8.0,D001739,False
D001741:African Americans,0.48734303038335375,0.4654672544580801,361,159.0,D001741,False
D001743:Urinary Bladder,0.4937626680411833,0.4914654316903738,142,104.0,D001743,False
D001745:Urinary Bladder Diseases,0.7037610707335478,0.7037610707335478,4,4.0,D001745,True
D001746:Bladder Exstrophy,0.5507917538093815,0.5388986448427819,3,2.0,D001746,True
D001748:Urinary Bladder Neck Obstruction,0.510967164772539,0.510967164772539,1,1.0,D001748,True
D001749:Urinary Bladder Neoplasms,0.5902140672782875,0.6030779489699224,1062,482.0,D001749,True
"D001750:Urinary Bladder, Neurogenic",0.6758352629837909,0.6758352629837909,2,2.0,D001750,True
D001752:Blast Crisis,0.36999669202778696,0.36999669202778696,41,30.0,D001752,True
D001753:Blast Injuries,0.5902140672782875,0.5902140672782875,1,1.0,D001753,True
D001755:Blastocyst,0.4355057817832411,0.4505079700670015,52,42.0,D001755,False
D001756:Blastoderm,0.6574003512143402,0.6574003512143402,1,1.0,D001756,False
D001757:Blastomeres,0.2822031094938803,0.2822031094938803,4,3.0,D001757,False
D001759:Blastomycosis,0.12995368838901752,0.12995368838901752,1,1.0,D001759,True
D001760:Bleeding Time,0.42087330466424083,0.40353771101674096,5,4.0,D001760,False
D001761:Bleomycin,0.6596579025993426,0.6645220223201874,125,92.0,D001761,False
D001762:Blepharitis,0.9114455838570956,0.9114455838570956,1,1.0,D001762,True
D001763:Blepharoptosis,0.2822031094938803,0.30644091403526297,15,10.0,D001763,True
D001766:Blindness,0.3958815745947734,0.43324245593068417,24,14.0,D001766,True
D001767:Blinking,0.33794367882065907,0.33794367882065907,4,4.0,D001767,False
D001768:Blister,0.39910740962055574,0.5824514884688952,10,7.0,D001768,True
D001769:Blood,0.4623604254332196,0.4623604254332196,9,9.0,D001769,False
D001770:Blood Bactericidal Activity,0.7887411301474079,0.9016469973110248,5,4.0,D001770,False
D001771:Blood Banks,0.17779820741629154,0.17779820741629154,4,4.0,D001771,False
D001772:Blood Cell Count,0.3166230409860508,0.30078526225108515,23,17.0,D001772,False
D001773:Blood Cells,0.4654672544580801,0.4654672544580801,54,41.0,D001773,False
D001774:Blood Chemical Analysis,0.4029101210986712,0.4067128325767867,42,30.0,D001774,False
D001775:Blood Circulation,0.6851754922621511,0.6362057558716506,8,7.0,D001775,False
D001777:Blood Coagulation,0.4137930686205138,0.42745939076214307,214,62.0,D001777,False
D001778:Blood Coagulation Disorders,0.6297583722677664,0.6504663697427568,14,9.0,D001778,True
D001779:Blood Coagulation Factors,0.3264677322975799,0.36999669202778696,9,5.0,D001779,False
D001780:Blood Coagulation Tests,0.316474923549364,0.2972825443055876,51,14.0,D001780,False
D001781:Blood Component Removal,0.43073391752688767,0.39910740962055574,13,5.0,D001781,False
D001782:Blood Donors,0.15330235513721752,0.24504988968261227,46,22.0,D001782,False
D001783:Blood Flow Velocity,0.554835823862695,0.554835823862695,37,17.0,D001783,False
D001784:Blood Gas Analysis,0.4211911697609939,0.4211911697609939,3,3.0,D001784,False
"D001785:Blood Gas Monitoring, Transcutaneous",0.3771743812332262,0.3771743812332262,1,1.0,D001785,False
D001786:Blood Glucose,0.4211911697609939,0.4355057817832411,860,232.0,D001786,False
D001787:Blood Group Incompatibility,0.4914654316903738,0.4914654316903738,3,3.0,D001787,False
D001788:Blood Grouping and Crossmatching,0.20375114182453632,0.34161404344890584,4,1.0,D001788,False
D001789:Blood Group Antigens,0.21808422517477882,0.2665410822237205,24,9.0,D001789,False
D001791:Blood Platelet Disorders,0.6840727610085816,0.617300131061599,16,12.0,D001791,True
D001792:Blood Platelets,0.5041028072434145,0.5282197452496474,483,138.0,D001792,False
D001793:Blood Preservation,0.39910740962055574,0.39910740962055574,11,11.0,D001793,False
D001794:Blood Pressure,0.3554557259677816,0.42745939076214307,614,189.0,D001794,False
D001795:Blood Pressure Determination,0.21042010318323798,0.3132367413047007,20,14.0,D001795,False
D001796:Blood Protein Disorders,0.3260525284318329,0.6206304152972811,3,2.0,D001796,True
D001797:Blood Protein Electrophoresis,0.049421104862719153,,1,,D001797,False
D001798:Blood Proteins,0.4654672544580801,0.5323881011954407,162,61.0,D001798,False
D001799:Blood Sedimentation,0.29099987457002363,0.34161404344890584,79,50.0,D001799,False
D001800:Blood Specimen Collection,0.2962587870844752,0.2962587870844752,9,9.0,D001800,False
D001803:Blood Transfusion,0.2822031094938803,0.1891827895144119,15,11.0,D001803,False
"D001804:Blood Transfusion, Autologous",0.6206304152972811,0.6206304152972811,4,4.0,D001804,False
D001806:Blood Urea Nitrogen,0.5331275373762809,0.4406805737457005,19,14.0,D001806,False
D001807:Blood Vessel Prosthesis,0.029828769526770337,0.029828769526770337,2,2.0,D001807,False
D001808:Blood Vessels,0.617300131061599,0.6206304152972811,100,72.0,D001808,False
D001809:Blood Viscosity,0.836363317306005,0.5233917102446215,2,2.0,D001809,False
D001810:Blood Volume,0.7881498356737376,0.7881498356737376,3,3.0,D001810,False
D001812:Blood-Brain Barrier,0.7209314568490507,0.7155649630423313,180,121.0,D001812,False
D001813:Blood-Retinal Barrier,0.425714516237646,0.38119024499551835,14,13.0,D001813,False
D001814:Blood-Testis Barrier,0.510967164772539,0.29741478943736005,3,2.0,D001814,False
D001816:Bloom Syndrome,0.6687611558035664,0.6422915079023227,10,2.0,D001816,True
D001820:Bluetongue virus,0.0874888174679434,0.0874888174679434,1,1.0,D001820,False
D001822:Body Burden,0.3541564233520764,0.3541564233520764,2,2.0,D001822,False
D001823:Body Composition,0.4623604254332196,0.46551015835076187,165,49.0,D001823,False
D001824:Body Constitution,0.11798813823266294,0.11798813823266294,1,1.0,D001824,False
D001826:Body Fluids,0.42087330466424083,0.43437411885696264,17,16.0,D001826,False
D001827:Body Height,0.3472714621781916,0.4355057817832411,61,29.0,D001827,False
D001828:Body Image,0.3704744300023888,0.3704744300023888,2,2.0,D001828,False
D001830:Body Surface Area,0.4211911697609939,0.4211911697609939,7,5.0,D001830,False
D001831:Body Temperature,0.5407521597159516,0.47345064544404025,24,16.0,D001831,False
D001833:Body Temperature Regulation,0.7563787596953637,0.7341452286526515,12,8.0,D001833,False
D001834:Body Water,0.46869004300363876,0.5697795664141815,3,2.0,D001834,False
D001835:Body Weight,0.4355057817832411,0.5415899275024111,239,106.0,D001835,True
D001837:Body Weights and Measures,0.720195170360569,0.363273080370481,5,4.0,D001837,False
D001838:Bolivia,0.3853012430994082,0.3905914088470908,5,5.0,D001838,False
D001839:Bombesin,0.24187705407827906,0.39534827362464176,6,3.0,D001839,False
D001842:Bone and Bones,0.4914654316903738,0.510967164772539,298,155.0,D001842,False
D001843:Bone Cements,0.5127687727423089,0.5127687727423089,1,1.0,D001843,False
D001845:Bone Cysts,0.15330235513721752,0.15330235513721752,1,1.0,D001845,True
D001846:Bone Development,0.5507917538093815,0.5423601922023946,29,26.0,D001846,False
D001847:Bone Diseases,0.5323881011954407,0.5323881011954407,28,18.0,D001847,True
"D001848:Bone Diseases, Developmental",0.6211214025802183,0.6392519320894771,41,25.0,D001848,True
"D001850:Bone Diseases, Infectious",0.24187705407827906,0.24187705407827906,2,2.0,D001850,True
"D001851:Bone Diseases, Metabolic",0.25117433013562684,0.24187705407827906,38,23.0,D001851,True
D001853:Bone Marrow,0.4814340364300004,0.4998653098156358,323,154.0,D001853,False
D001854:Bone Marrow Cells,0.6030779489699224,0.573324276862927,453,230.0,D001854,False
D001855:Bone Marrow Diseases,0.6420429723182016,0.7492557062520675,31,22.0,D001855,True
D001856:Bone Marrow Examination,0.42745939076214307,0.3688306318226927,18,15.0,D001856,False
D001857:Bone Matrix,0.3887797002772611,0.6952308037048103,7,6.0,D001857,False
D001859:Bone Neoplasms,0.6206304152972811,0.6211214025802183,1080,561.0,D001859,True
D001861:Bone Regeneration,0.8048772406480899,0.8048772406480899,34,26.0,D001861,False
D001862:Bone Resorption,0.5324692738858448,0.5586635313936756,116,76.0,D001862,True
D001863:Bone Screws,0.757724115117433,0.757724115117433,1,1.0,D001863,False
D001877:Books,0.006071666725160566,0.006071666725160566,1,1.0,D001877,False
D001880:Boranes,0.8689781166845387,0.8689781166845387,1,1.0,D001880,False
D001881:Borates,0.554835823862695,0.554835823862695,2,2.0,D001881,False
D001883:Borderline Personality Disorder,0.8229242474363215,0.8229242474363215,9,5.0,D001883,False
D001886:Bordetella pertussis,0.04287017864036781,0.37010844768890605,3,2.0,D001886,False
D001891:Borna disease virus,0.14977966270169973,0.14977966270169973,1,1.0,D001891,False
D001892:Camphanes,0.3320248910832183,0.5340960937774191,2,1.0,D001892,False
D001893:Borneo,0.13794616221528094,0.13794616221528094,1,1.0,D001893,False
D001896:Boron Compounds,0.5694249870601654,0.5240513893038542,26,19.0,D001896,False
D001897:Boronic Acids,0.6045898114455839,0.5880582203109493,49,34.0,D001897,False
D001898:Borrelia,0.7666939664456025,0.7666939664456025,2,2.0,D001898,False
D001899:Borrelia Infections,0.6470606396430805,0.6470606396430805,2,2.0,D001899,True
D001900:Boston,0.5240513893038542,0.5240513893038542,4,3.0,D001900,False
D001902:Botswana,0.049421104862719153,0.049421104862719153,1,1.0,D001902,False
D001903:Bottle Feeding,0.42087330466424083,,1,,D001903,False
D001905:Botulinum Toxins,0.4623604254332196,0.43073391752688767,8,6.0,D001905,False
D001907:Boutonneuse Fever,0.02125083353806198,0.02125083353806198,1,1.0,D001907,True
"D001908:Diarrhea Viruses, Bovine Viral",0.34177968905061196,0.34177968905061196,3,3.0,D001908,False
"D001909:Leukemia Virus, Bovine",0.7884041694451269,0.7884041694451269,1,1.0,D001909,False
D001912:Bovine Virus Diarrhea-Mucosal Disease,0.21042010318323798,0.21042010318323798,2,2.0,D001912,True
D001913:Bowen's Disease,0.34330986650691886,0.36999669202778696,12,9.0,D001913,True
D001914:Boxing,0.6173812369285927,0.6173812369285927,2,2.0,D001914,False
D001915:Braces,0.3554557259677816,0.3554557259677816,1,1.0,D001915,False
D001916:Brachial Artery,0.25117433013562684,0.3853012430994082,30,17.0,D001916,False
D001918:Brachytherapy,0.28485943916049555,0.28485943916049555,8,6.0,D001918,False
D001919:Bradycardia,0.42745939076214307,0.5808023097073973,12,8.0,D001919,True
D001920:Bradykinin,0.4355057817832411,0.5340960937774191,29,12.0,D001920,False
D001921:Brain,0.6362057558716506,0.6008181797434016,2300,683.0,D001921,False
D001922:Brain Abscess,0.3819529256126109,0.17369178394693432,3,3.0,D001922,True
D001923:Brain Chemistry,0.6030779489699224,0.48734303038335375,44,27.0,D001923,False
D001924:Brain Concussion,0.6422981083073035,0.5881938008398708,20,11.0,D001924,True
